lsoa,60plus_perc,females_perc,employment_score,crime_score,outdoor_environment_score,lvl_4plus_perc
E01002911,14.268656716417912,53.36159903089038,0.022,0.625,2.287,60.13264554163597
E01002912,21.93036041539401,54.378698224852066,0.056,0.073,1.952,58.11447811447812
E01002913,13.507853403141365,50.79197465681098,0.07200000000000001,0.7859999999999999,2.4730000000000003,52.878598247809755
E01002914,23.320413436692505,53.83631713554987,0.018000000000000002,-0.68,1.787,57.89473684210528
E01002915,27.27272727272727,49.00306748466258,0.059,0.358,0.606,31.05022831050228
E01002916,24.472295514511877,49.72936400541272,0.055,0.279,0.8370000000000001,34.6218487394958
E01002917,25.528913963328627,50.751610594130284,0.042,-0.172,0.614,35.61887800534283
E01002918,13.243546576879911,50.96700796359499,0.053,-0.674,0.575,25.114854517611022
E01002919,16.94260485651214,50.205278592375365,0.069,-0.202,0.807,27.905255366395263
E01002920,22.92176039119804,50.74812967581048,0.045,-0.76,0.412,42.89137380191693
E01002921,12.553846153846154,48.36012861736335,0.081,-0.208,0.6759999999999999,55.236728837876605
E01002922,23.46059113300493,50.36764705882353,0.056,-0.108,0.484,53.744493392070474
E01002923,24.906132665832292,50.19108280254777,0.16699999999999998,-0.21600000000000005,0.58,26.785714285714285
E01002924,25.0,49.28104575163399,0.035,-0.601,0.511,53.32771693344566
E01002925,14.869668246445498,51.14551083591331,0.054000000000000006,-0.8340000000000001,0.417,57.20524017467249
E01002926,18.054672600127144,50.749185667752435,0.036000000000000004,-0.787,0.399,43.76590330788805
E01002927,21.7005076142132,52.05655526992289,0.067,-0.048,0.84,36.212361331220286
E01002928,21.715656868626276,53.428927680798,0.07200000000000001,0.279,0.7959999999999999,42.12509419743783
E01002929,21.973929236499067,51.622780159216155,0.052000000000000005,0.716,0.8759999999999999,52.56704980842914
E01002930,17.318757192174914,52.25277940315974,0.055,0.387,0.882,40.905823148813795
E01002931,15.878916622411046,50.972972972972975,0.048,0.879,0.929,48.127208480565365
E01002932,10.509031198686369,52.13431986340353,0.166,-0.315,0.878,29.62121212121212
E01002933,16.210840377921432,52.13032581453634,0.093,-0.068,0.687,42.78215223097113
E01002934,11.265349706353446,49.31356397583746,0.038,-0.36,0.415,57.77126099706745
E01002935,10.6426735218509,49.096045197740104,0.035,-0.149,1.153,53.677932405566594
E01002937,11.547085201793722,50.3181029496819,0.036000000000000004,-0.419,0.828,57.86604361370716
E01002938,14.666666666666664,51.989664082687334,0.043,-0.243,0.736,56.897735072065885
E01002939,15.413070283600495,51.87338501291989,0.087,-0.128,0.374,24.95921696574225
E01002940,18.851963746223568,52.0253164556962,0.098,-0.092,0.846,21.304706853839804
E01002941,27.49675745784695,52.65635507733693,0.07,-0.376,0.7859999999999999,25.89641434262948
E01002942,24.87235594456601,49.489051094890506,0.06,0.649,0.642,24.0072202166065
E01002943,17.313218390804597,51.719197707736384,0.085,-0.114,0.285,18.874773139745926
E01002944,17.51824817518248,51.985294117647065,0.06,-0.308,0.034,21.407907425265183
E01002945,18.1476846057572,50.096215522771004,0.049,-0.161,0.325,24.83974358974359
E01002946,21.542553191489358,52.53671562082777,0.054000000000000006,0.121,0.108,24.49145646867372
E01002947,20.90741876149601,48.51301115241636,0.038,-0.27,0.226,23.12451662799691
E01002948,17.873510540788267,53.06704707560628,0.103,0.476,-0.005,27.477203647416417
E01002949,17.864693446088793,49.409237379162185,0.053,-0.227,0.4,28.640776699029125
E01002950,18.51851851851852,54.82456140350878,0.093,-0.597,-0.156,22.1604447974583
E01002951,19.64956195244055,49.73579920739761,0.034,-0.14300000000000002,0.884,56.06183889340927
E01002952,24.652338811630848,54.250486696950034,0.026,-0.28600000000000003,0.687,53.96039603960397
E01002953,20.451127819548873,49.54128440366973,0.03,-0.433,0.836,50.18903591682421
E01002954,20.42360060514372,56.089992242048105,0.055,-0.757,0.6459999999999999,52.53456221198157
E01002955,18.89763779527559,52.86855482933914,0.062,0.313,0.807,37.68494342906875
E01002956,22.048192771084338,52.32774674115456,0.037000000000000005,-0.198,0.519,34.58149779735683
E01002957,10.257847533632287,53.23238206173559,0.073,-0.337,0.4270000000000001,30.083777608530077
E01002958,15.005727376861394,51.30952380952379,0.044,-0.828,0.417,46.7432950191571
E01002959,26.42857142857143,51.290997906489885,0.021,-0.647,0.49,57.95555555555556
E01002960,18.669920683343502,52.61216963736939,0.038,-0.13,0.735,48.75195007800312
E01002961,20.01117942984908,52.85714285714286,0.052000000000000005,-0.769,0.358,52.36707938820103
E01002962,18.62745098039216,52.028795811518314,0.083,-0.08900000000000001,0.55,31.756756756756754
E01002963,17.63708309779536,51.78983833718245,0.058,-0.919,0.736,46.73758865248227
E01002964,14.149305555555555,52.17391304347826,0.065,1.393,1.253,36.33074935400517
E01002965,14.88334674175382,50.83870967741936,0.049,-0.168,0.7659999999999999,43.30292846855497
E01002966,11.237700673226307,50.418848167539274,0.059,-0.26,0.626,49.41558441558442
E01002967,15.230769230769232,50.37674919268029,0.032,-0.003,0.711,60.292326431181486
E01002968,10.488988428518104,48.95477004941089,0.053,1.068,1.359,48.12446717817562
E01002969,13.563829787234043,50.17162471395881,0.198,0.21,0.935,18.494152046783626
E01002970,13.523573200992555,51.776649746192895,0.094,0.506,0.858,28.05358550039401
E01002971,11.64459161147903,50.73142188414277,0.059,-0.114,1.2009999999999998,49.078014184397155
E01002972,11.764705882352938,49.53012714206744,0.049,0.053,1.396,43.690551680405825
E01002973,11.349036402569597,52.988338192419825,0.112,0.527,0.8370000000000001,24.694835680751172
E01002974,15.507470376094794,51.98098256735341,0.079,0.4270000000000001,1.2009999999999998,44.904667981591054
E01002975,22.473498233215548,49.9637943519189,0.051,0.081,0.799,38.7717690192484
E01002976,20.158827122785578,53.5671100362757,0.042,-1.249,0.373,30.613830613830608
E01002977,21.611940298507466,52.600119545726244,0.112,0.066,0.764,25.71428571428571
E01002978,23.874118285404233,51.39125496876774,0.051,-0.185,0.7170000000000001,39.124579124579114
E01002979,21.240601503759397,49.70948999354422,0.063,-0.17800000000000002,0.541,38.96
E01002980,25.070422535211268,52.7246992215145,0.051,-0.05,0.813,33.33333333333333
E01002981,21.279290690310322,51.42487046632125,0.062,-0.07,1.074,37.89473684210528
E01002982,30.974071478626488,51.39082058414465,0.085,0.0,1.126,33.11036789297659
E01002983,24.96984318455971,50.3690036900369,0.039,0.006999999999999999,0.528,39.77695167286245
E01002984,27.330063069376315,51.19214586255259,0.092,0.057,1.351,42.59421560035057
E01002985,14.711033274956215,50.661853188928994,0.053,-0.271,1.004,36.21495327102804
E01002986,22.83033620015637,49.09662215239592,0.081,-0.387,0.618,38.431752178121975
E01002987,16.59751037344398,49.70622796709753,0.119,-0.08199999999999999,0.685,47.969052224371396
E01002988,8.113695090439277,53.35781741867786,0.033,-0.371,0.642,37.52941176470589
E01002989,9.623655913978494,48.907103825136616,0.03,0.384,0.922,65.20356234096693
E01002990,13.545816733067728,47.32142857142857,0.044,-0.5379999999999999,0.612,58.84665792922672
E01002991,14.44513329200248,47.98512089274644,0.035,-0.041,0.73,54.04624277456648
E01002992,8.177826564215149,53.31050228310502,0.027000000000000003,-0.391,0.508,28.382630585273752
E01002993,15.558343789209536,48.979591836734684,0.035,-0.382,0.77,59.02118334550767
E01002994,26.155878467635397,53.509933774834444,0.032,-1.013,0.56,53.40109460516028
E01002995,25.29801324503311,51.693766937669366,0.034,-0.888,0.856,59.294871794871796
E01002996,14.544279250161605,51.024454725710505,0.052000000000000005,-0.405,0.716,49.199663016006745
E01002997,16.892808683853463,50.13679890560876,0.053,-0.496,0.782,53.7751677852349
E01002998,13.911933631142311,55.098039215686285,0.077,-0.524,0.6609999999999999,39.14893617021277
E01002999,10.28101439342015,49.62042788129745,0.058,-0.104,0.552,50.396196513470684
E01003000,18.888186986734052,51.641983258209905,0.108,0.145,0.07,23.089300080450524
E01003001,19.039825422804142,52.59421081376298,0.047,0.446,1.098,29.16378714581893
E01003002,19.07859078590786,52.13581599123768,0.086,-0.287,1.143,38.07245386192755
E01003003,14.80284421460892,49.45407835581246,0.053,0.092,1.012,31.987331749802056
E01003004,19.55696202531645,51.64765525982256,0.055,-0.083,1.011,31.11831442463533
E01003005,18.04560260586319,50.403225806451616,0.051,-0.452,0.511,25.02134927412468
E01003006,21.83145321831453,53.40000000000001,0.069,-0.6829999999999999,0.49,50.297366185216646
E01003007,18.84438608010505,50.693985459352284,0.044,-0.635,0.481,44.15127528583993
E01003008,19.18767507002801,53.91061452513966,0.031,-0.7040000000000001,0.468,50.33492822966507
E01003009,17.762817193164164,52.0844327176781,0.065,-0.59,0.8640000000000001,48.38930774503084
E01003010,17.556270096463024,50.63460253841016,0.043,-0.516,0.78,56.00343053173243
E01003011,21.110468478889533,51.34979896611143,0.051,-0.613,0.747,57.55189692197567
E01003013,8.8098016336056,46.73581452104942,0.018000000000000002,0.329,2.048,66.53439153439153
E01003014,17.026683608640404,48.69621903520208,0.102,1.1,2.347,43.88278388278388
E01003015,14.061557030778514,53.63864491844416,0.162,0.403,2.244,37.27901614142967
E01003016,8.84450784593438,51.1094674556213,0.073,0.106,2.627,39.32496075353218
E01003017,17.34754292480758,46.18159951894168,0.142,0.6759999999999999,2.624,43.857240905971175
E01003018,7.266760431317393,48.86964886964887,0.079,0.8640000000000001,1.673,64.21968461120174
E01003019,8.575445173383317,49.13875598086124,0.081,1.014,1.4680000000000002,62.31805929919138
E01003020,9.121245828698557,52.225352112676056,0.09,1.13,1.95,54.74598930481284
E01003021,16.205305651672433,44.035733053074104,0.17,1.151,1.597,29.133374308543328
E01003022,8.433734939759036,51.94730813287514,0.102,0.7859999999999999,1.472,53.171390013495284
E01003023,7.059800664451827,51.512605042016794,0.08800000000000001,0.7040000000000001,1.989,52.94406280667321
E01003024,7.613636363636363,52.50278086763071,0.17,1.355,2.0980000000000003,33.64825581395349
E01003025,10.199004975124376,49.44471269917914,0.14400000000000002,1.13,1.828,40.40219378427789
E01003026,8.267195767195767,48.787061994609175,0.044,1.182,1.845,73.5993860322333
E01003027,12.791519434628976,51.420247632920606,0.022,1.444,1.311,72.35621521335806
E01003028,11.984282907662086,48.87678692988428,0.092,0.8320000000000001,1.45,62.18274111675128
E01003029,10.066006600660064,49.33628318584071,0.087,1.109,1.367,61.731493099121714
E01003030,6.311945748565468,50.13927576601671,0.04,1.126,2.21,73.17073170731706
E01003031,6.857142857142858,50.663449939686366,0.11,0.14,1.546,55.56338028169014
E01003032,13.487031700288187,50.37206639954207,0.138,1.314,2.05,47.329773030707614
E01003033,10.107391029690461,50.19762845849802,0.063,1.047,1.334,63.643858202802974
E01003034,10.005497526113247,48.71501998857796,0.096,0.695,1.584,55.57880055788006
E01003035,7.4626865671641776,51.252408477841996,0.084,2.106,2.416,64.91228070175438
E01003036,10.386473429951689,49.75124378109453,0.124,1.164,1.51,56.720827178729685
E01003037,11.682586333578254,54.72242249459265,0.184,1.168,2.045,45.58058925476603
E01003038,9.219858156028367,49.73439575033201,0.05,1.1,1.815,72.1586575133486
E01003039,8.031939877876937,46.5230166503428,0.039,1.038,1.877,72.27891156462584
E01003040,11.547525530243519,52.01863354037267,0.081,1.099,1.974,62.35078053259871
E01003041,12.431444241316273,51.3949163050217,0.132,2.197,2.287,48.00901577761082
E01003042,10.865384615384617,50.719079578139976,0.159,1.099,2.007,51.95652173913044
E01003043,10.229276895943563,51.468788249694,0.109,1.482,1.489,59.21237693389593
E01003044,9.098786828422877,48.54604200323102,0.228,0.446,1.485,30.68297655453619
E01003045,10.071210579857578,50.48198883815323,0.228,1.205,1.6669999999999998,27.309782608695656
E01003046,7.1106094808126405,51.8093049971281,0.206,0.503,1.519,28.537549407114625
E01003047,9.134045077105576,49.35464044253225,0.16899999999999998,2.06,2.512,38.35920177383592
E01003048,9.161147902869756,51.92743764172336,0.236,0.899,1.747,25.175918686473807
E01003049,9.396751740139212,51.85840707964603,0.188,1.346,1.843,31.76100628930817
E01003050,7.821552723059097,49.57575757575757,0.111,2.03,2.27,58.08219178082192
E01003051,5.5948174322732624,52.76932440657335,0.198,1.775,2.153,36.87064291247096
E01003052,7.945945945945946,48.764415156507404,0.214,1.6780000000000002,2.06,26.642335766423358
E01003053,8.561236623067776,48.206018518518526,0.075,2.053,2.246,67.08780795957043
E01003054,4.674369747899161,50.6004366812227,0.038,1.776,2.279,72.41784037558685
E01003055,13.311897106109324,47.4496644295302,0.146,2.055,2.38,55.104996379435185
E01003056,6.360792492179353,50.69767441860466,0.107,0.603,1.582,61.65803108808289
E01003057,8.551483420593371,50.834326579261024,0.195,1.362,1.712,47.046263345195726
E01003058,6.138509968520461,47.591921284308654,0.075,0.898,1.642,64.472190692395
E01003059,10.01832620647526,49.44920440636474,0.16399999999999998,1.009,1.609,27.588871715610512
E01003060,11.896893588896232,50.3209242618742,0.184,1.721,1.942,22.92006525285481
E01003061,7.1658615136876005,47.191011235955045,0.149,2.144,2.316,37.167300380228134
E01003062,10.550996483001171,52.99760191846522,0.113,1.205,1.304,50.36127167630058
E01003063,11.35248773651016,54.050279329608934,0.243,0.7979999999999999,1.262,34.598012646793144
E01003064,8.204811844540409,50.78125,0.065,0.133,1.0590000000000002,60.603588907014675
E01003065,12.786259541984732,55.23097826086957,0.232,0.856,1.014,25.835591689250226
E01003066,11.631944444444445,52.01421800947868,0.175,1.669,1.129,33.83571966842502
E01003067,12.832446808510639,51.93745751189667,0.098,0.6779999999999999,1.185,47.26962457337883
E01003068,12.005028284098053,53.26633165829146,0.153,1.251,1.125,33.04498269896194
E01003069,12.184571016582554,54.518736223365174,0.17,1.287,1.3019999999999998,34.599999999999994
E01003070,10.941644562334215,52.81501340482574,0.244,0.618,1.13,29.765013054830288
E01003071,7.73109243697479,49.297629499561026,0.073,1.187,1.6909999999999998,66.10343061955966
E01003072,17.57188498402556,51.569264069264065,0.084,1.207,1.44,60.53351573187416
E01003073,10.881135422826727,52.5633470830878,0.17800000000000002,1.109,1.639,42.60935143288084
E01003074,8.48158874637981,48.94247038917089,0.113,1.975,1.846,57.42268041237113
E01003075,10.071513706793803,51.316595223514994,0.239,1.113,1.8,22.988505747126432
E01003076,5.2128168340506935,50.60052219321148,0.103,0.284,1.364,49.44237918215613
E01003077,6.887346502936466,51.39508928571429,0.101,1.0490000000000002,1.487,49.20529801324504
E01003078,16.31644004944376,51.07594936708861,0.064,0.988,1.484,56.37891520244461
E01003079,12.889131622064445,52.92153589315526,0.14,1.4369999999999998,1.489,37.5089992800576
E01003080,11.090909090909092,50.03119151590767,0.094,0.81,1.358,48.70992963252541
E01003081,7.621621621621621,49.35501962983736,0.154,1.242,1.109,39.88603988603989
E01003082,18.24915824915825,51.79063360881543,0.179,1.146,1.164,34.189548272807805
E01003083,15.193189259986903,51.45888594164457,0.114,0.539,1.124,41.05523495465787
E01003084,10.115081768625076,50.217256362507754,0.083,1.083,1.138,50.2373417721519
E01003085,17.45939675174014,51.55709342560554,0.083,1.13,1.159,38.49557522123894
E01003086,9.42942942942943,55.80384854127872,0.202,0.6859999999999999,1.247,26.557093425605537
E01003087,10.988372093023255,54.08653846153846,0.237,0.738,1.259,24.364592462751972
E01003088,7.0016939582156965,51.788662630709965,0.123,1.408,1.934,51.38888888888889
E01003089,6.375321336760925,48.98612593383139,0.135,1.062,1.835,30.679478380233355
E01003090,6.826086956521738,47.476963580517776,0.094,1.012,2.1180000000000003,60.55045871559634
E01003091,7.201889020070838,48.71025794841032,0.12,0.933,1.781,44.78293983244478
E01003092,11.464618760285244,51.14717403469503,0.18,1.166,1.679,33.89473684210526
E01003093,8.467094703049758,52.93125263601856,0.153,1.004,1.98,31.59090909090909
E01003094,13.855035279025016,51.981806367771284,0.111,1.6840000000000002,2.0980000000000003,51.10456553755522
E01003095,9.135135135135137,50.59847660500544,0.071,1.907,2.168,60.194805194805184
E01003096,8.730158730158731,44.80927088363111,0.087,1.491,1.51,64.44444444444444
E01003097,15.792575132586913,48.892878515858776,0.168,1.057,2.292,31.07142857142857
E01003098,12.693298969072163,46.85494223363286,0.093,0.838,1.968,50.352941176470594
E01003099,7.789855072463768,46.100628930817614,0.119,1.482,2.9610000000000003,49.349655700076504
E01003100,4.473304473304474,43.87229660144181,0.05,0.563,2.822,69.41045606229143
E01003101,7.668711656441718,48.214285714285715,0.13,0.6679999999999999,2.84,48.54901960784314
E01003102,12.675233644859812,45.166858457997705,0.125,1.626,2.323,56.5547815072831
E01003104,9.737827715355806,45.087064676616926,0.08800000000000001,1.043,2.096,52.152434721242074
E01003105,13.727742676622634,50.08965929468022,0.154,0.6679999999999999,2.153,40.78947368421053
E01003106,12.21522055259331,48.980632008154934,0.116,0.8490000000000001,2.426,54.742715437073784
E01003107,10.185185185185183,45.13598326359833,0.065,0.28300000000000003,2.266,62.85200718993409
E01003108,13.795255930087393,47.84565916398714,0.16699999999999998,1.064,2.247,39.147909967845656
E01003109,9.533809323813523,46.87361419068736,0.127,1.1,2.4290000000000003,43.97201291711518
